supplier_id,company_name,classification,ownership_percentage,distance_from_mine_km,registration_date,primary_category,secondary_category,annual_revenue_usd,certification_status,contact_person,phone,email,address,tax_id,employees_count,founded_year,website
SUP0472,Baker-Moore,International,0.0145,2827.4,2015-03-18,Construction Services,IT Services,39697617.61,Certified,Julie Johnson,,jorge58@example.net,"2905 Christine Pass, Reyesside, IA 96125",TIN25745913,749,2015,www.company471.com
SUP0473,Golden Construction Limited,Local-Local,81.1,12.7,2018-05-26,Electrical Services,Consulting Services,513782.91,Not Certified,Anthony Melton,001-471-272-1733x739,hunter29@example.net,"PSC 3621, Box 6591, APO AP 40241",TIN53166435,6,2018,www.goldenconstruction.com.gh
SUP0474,Tran and Sons,International,0.0,948.1,2016-12-28,Medical Services,Electrical Services,42677741.84,Pending,Christopher Valdez,001-939-983-5844x617,evanlong@example.org,"USNV Green, FPO AA 76209",TIN81625307,758,2016,www.company473.com
SUP0475,Carr-Hardy West Africa Limited,Ghanaian Participation,23.8,58.8,2014-05-13,Environmental Services,Waste Management,7075261.84,Not Certified,Jeremy Summers,001-270-729-2712,elizabethcarlson@example.net,"PSC 1375, Box 2988, APO AE 17627",TIN76743428,56,2014,www.carr-hardywestafrica.com.gh
SUP0476,Johnson Ltd,International,0.0,4589.7,2013-12-03,Civil Works,Security Services,33116412.18,Not Certified,Annette Mcguire,(908)732-0048x7978,heatherbowen@example.com,"38600 Andre Hollow Apt. 619, Danielland, MI 21866",TIN73013937,471,2013,www.company475.com
SUP0477,Brong Construction Co Limited,Local-Local,80.8,8.8,2022-01-27,Training Services,Mechanical Services,590309.89,Certified,Shelby Duncan,602-592-9501,vramirez@example.net,"96713 Davis Crescent, South Brandon, FL 96413",TIN85500790,10,2022,www.brongconstructionco.com.gh
SUP0478,Wilson Ghana Ltd,Ghanaian Participation,42.3,129.5,2017-12-26,Construction Services,Environmental Services,1582568.53,Not Certified,Michael Graves,,bobbywilliamson@example.org,"873 Sara Summit Apt. 049, South Omar, IL 70775",TIN88387434,17,2017,www.wilsonghana.com.gh
SUP0479,Guerrero Group,International,0.2192,4233.0,2010-02-14,Office Supplies,Financial Services,24275334.58,Pending,Mary Turner,212.742.1140x86825,edwardmitchell@example.org,"556 Lisa Street, Port Sarahshire, PA 45752",TIN49620038,277,2010,www.company478.com
SUP0480,Maxwell Ghana Ltd,Ghanaian Participation,35.1,103.8,2014-08-05,Training Services,Consulting Services,8661693.06,Pending,Alan Davis DVM,724-836-5858,kathryn23@example.org,"202 Conrad Manors, West Christinafort, IN 73577",TIN86475853,93,2014,www.maxwellghana.com.gh
SUP0481,Ramirez-Jackson Ghana Ltd,Ghanaian Registered,5.7,191.3,2009-02-16,Supplies & Materials,Safety Equipment,21889820.32,Not Certified,Jessica Griffith,666-390-6322,,"30109 Velez Lodge Suite 975, Orozcoport, RI 09005",TIN55307111,394,2009,www.ramirez-jacksonghana.com.gh
SUP0482,Ramos-Rhodes Ghana Limited,Ghanaian Registered,3.2879,384.3,2007-09-14,Supplies & Materials,Financial Services,21560334.26,Not Certified,Mrs. Jessica Thompson MD,,anthonypruitt@example.com,"6417 Rodney Canyon, New Connorstad, NV 14578",TIN75846624,126,2007,www.ramos-rhodesghana.com.gh
SUP0483,Watkins West Africa Ltd,Ghanaian Participation,22.0,168.6,2012-10-17,Financial Services,Waste Management,7178668.7,Certified,Grant Brown,938-506-7130,christopher04@example.com,"Unit 4743 Box 6213, DPO AE 02785",TIN28784915,100,2012,www.watkinswestafrica.com.gh
SUP0484,"Graham, Bailey and Villarreal Ghana Limited",Ghanaian Registered,13.3,225.8,2022-11-09,Maintenance Services,Safety Equipment,2812486.4,Not Certified,Jillian Warner,+1-847-403-1805x339,bweeks@example.com,"59183 Holly Mountains, North Brianview, MO 54870",TIN17882882,35,2022,www.grahambaileyandvillarrealghana.com.gh
SUP0485,Garcia-Hanna Ghana Ltd,Ghanaian Participation,40.0,127.7,2016-02-23,Legal Services,Transportation & Logistics,6119840.81,Certified,Allison Jones,207-697-7140,amydavid@example.org,"053 Levi Extensions Apt. 499, Port Brittanyfort, PW 52274",TIN65350347,72,2016,www.garcia-hannaghana.com.gh
SUP0486,"Rice, Vasquez and Walker",International,0.0,2638.0,2017-04-03,Equipment Rental,Laboratory Services,14981524.01,Certified,Joel Gonzales,366-498-4166,,"32562 Jillian Passage Suite 991, Romanland, VT 35118",TIN19122502,198,2017,www.company485.com
SUP0487,Kumasi Services Limited,Local-Local,88.3,22.1,2024-10-23,Equipment Parts,Civil Works,132800.35,Pending,Jeffrey Travis,+1-420-237-0878x21160,cody81@example.org,"11708 Reilly Pass Apt. 186, Kevinberg, GA 99831",TIN18113477,1,2024,www.kumasiservices.com.gh
SUP0488,Ashanti Supplies,Ghanaian Owned,87.9,138.9,2022-02-14,Legal Services,Supplies & Materials,1003983.38,Certified,Travis Stephenson,283.897.8570x82004,qflores@example.org,"69149 Davis Rue, East Williamfort, TX 77889",TIN10887495,7,2022,www.ashantisupplies.com.gh
SUP0489,Moody-Greene,International,0.0,1997.3,2007-02-05,Safety Equipment,Safety Equipment,72432269.57,Pending,Steven Hernandez,001-869-370-4095x3141,ronald78@example.net,"8835 Gomez Tunnel Suite 962, Daniellechester, UT 84341",TIN11590610,638,2007,www.company488.com
SUP0490,Conley-Bennett,International,0.0,2083.5,2024-05-08,Construction Services,Equipment Parts,9770673.99,Not Certified,Michelle Walls,(804)478-4217x02851,tinakelly@example.org,"8820 Joseph Locks Apt. 906, West Randall, FL 99184",TIN46875077,55,2024,www.company489.com
SUP0491,"Wallace, West Africa Ltd",Ghanaian Participation,10.8,97.2,2013-06-11,Equipment Parts,Accounting Services,1221774.76,Not Certified,Amy Evans,319.535.9236,thomasrussell@example.org,"45881 Cook Village, East Michaelview, WV 40096",TIN67790557,14,2013,www.wallacewestafrica.com.gh
SUP0492,Thomas-Martinez Ghana Ltd,Ghanaian Registered,10.7,243.1,2015-06-25,Security Services,Security Services,18950523.92,Not Certified,Evan Johnson,944.309.6617,isabelwheeler@example.net,"806 Whitaker Drive, West Christopherview, MT 68261",TIN29984682,239,2015,www.thomas-martinezghana.com.gh
SUP0493,Accra Construction Co Ltd,Ghanaian Owned,70.9,73.8,2021-05-24,Waste Management,Environmental Services,1126083.6,Pending,Ashley Perez,992-666-4869x89396,sbradley@example.org,"0119 Jennifer Springs Apt. 075, Lake Sarah, FM 91565",TIN20605783,15,2021,www.accraconstructionco.com.gh
SUP0494,Brong Solutions,Ghanaian Owned,87.1,93.6,2017-03-25,Office Supplies,Consulting Services,2073663.84,Not Certified,Brian Wells,(603)798-8636x53621,,"48942 Kelly Lane Suite 489, Reynoldschester, AR 43345",TIN40314047,19,2017,www.brongsolutions.com.gh
SUP0495,Baker-Smith West Africa Ltd,Ghanaian Participation,48.7,286.2,2024-05-13,Laboratory Services,Laboratory Services,3775543.12,Certified,Emily Henderson,(277)858-0974x533,johncasey@example.com,"26540 Randy Isle Suite 300, Martinburgh, DE 23426",TIN22549425,51,2024,www.baker-smithwestafrica.com.gh
SUP0496,Ghana Solutions,Ghanaian Owned,77.8355,189.9,2018-01-27,Safety Equipment,Supplies & Materials,1786552.15,,Christopher Gill,367.374.6259x160,juanlucero@example.org,"860 Kathleen Plain Apt. 179, Olsonfort, OH 17258",TIN95462880,16,2018,www.ghanasolutions.com.gh
SUP0497,Baxter Ghana Ltd,Ghanaian Participation,31.5,183.3,2009-08-13,Catering Services,Supplies & Materials,1987228.37,Pending,Sonya Howard,4473264261,brianrice@example.org,"3659 Delacruz Place Apt. 785, West Tonya, NY 23416",TIN96557984,18,2009,www.baxterghana.com.gh
SUP0498,Brong Technical Ltd,Local-Local,82.1,8.1,2019-09-19,Equipment Parts,Transportation & Logistics,521680.17,Certified,Caleb Grant,001-938-754-5400x64454,mollybruce@example.org,"74897 Shannon Trail, Duranbury, TN 38966",TIN38375916,5,2019,www.brongtechnical.com.gh
SUP0499,"May, Newton and Burns",International,0.0,2443.1,2020-12-24,Accounting Services,Office Supplies,54315161.85,Pending,Sean Peters,(621)775-0801x9630,arthurlynch@example.org,"9353 Smith Walks, New Cesarfurt, NV 62651",TIN46385762,424,2020,www.company498.com
SUP0500,"Mitchell, Stein and Kirby",International,-0.2402,3877.7,2015-11-27,Transportation & Logistics,Catering Services,17044540.86,Not Certified,Christopher King,+1-554-946-0838x51799,smithgina@example.net,"912 Horne Passage, Morganfurt, AS 82040",TIN47631028,265,2015,www.company499.com
